"scenario","scenario_label","resource","n_reps","mean_q","sd_q","p10_q","p90_q","max_q","ci_lower","ci_upper"
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_emerg_1_nurse_2_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_emerg_1_nurse_2_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_emerg_1_nurse_3_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_emerg_1_nurse_3_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_evac_1_medic_2_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_evac_1_medic_2_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_icu_1_medic_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_icu_1_medic_1_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_icu_1_medic_2_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_icu_1_medic_2_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_icu_1_nurse_2_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_icu_1_nurse_2_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_surg_1_medic_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_surg_1_medic_1_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_surg_1_surgeon_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_surg_1_surgeon_1_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_surg_1_surgeon_2_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2b_surg_1_surgeon_2_t2",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_1_medic_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_1_nurse_1_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_1_nurse_2_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_1_nurse_3_t1",50,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_2_medic_1_t1",48,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_2_nurse_1_t1",48,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_2_nurse_2_t1",48,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_2_nurse_3_t1",48,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_3_medic_1_t1",45,0,0,0,0,0,0,0
"moderate_intensity","Moderate Intensity — Falklands 1982 (Operation CORPORATE, British Task Force, South Atlantic)","c_r2eheavy_emerg_3_nurse_1_t1",45,0,0,0,0,0,0,0
