"i","dow_count","dow_rate_r1","dow_rate_r2b","dow_rate_r2e","dow_rate_r2e_postop","dow_rate_ame_wait","time_to_surgery_mean","time_to_surgery_p90","r2b_dwell_mean","r2b_r2e_transit_mean","r2e_dwell_mean","ot_util_r2b","ot_util_r2e","r2b_surgery_count","r2e_surgery_count","r2b_ot_q","r2e_ot_q","r2e_icu_q","transport_q","rtd_rate_r1","rtd_rate_r2b","rtd_rate_r2e","r2b_bypass_rate","total_rtd","role4_peak_occupancy","role4_mean_occupancy","ame_sortie_demand","ame_wait_critical_mean","ame_wait_standard_mean","ame_backlog_critical_mean","ame_backlog_critical_peak","ame_backlog_standard_mean","ame_backlog_standard_peak","ame_sorties_flown","system_ot_q","transport_util"
939,5.8,0.000564121850319669,0.00413689356901091,0.000564121850319669,0.000188040616773223,0,2442.72822434969,6351.42866198134,2861.16430207545,28.4884134393513,7549.66621404861,0.136025807436369,0.747304959679628,81.8,251.6,0,3.44001703089138,3.07853507207085,0.410547956907664,0.197818728845431,0.0139150056412185,0.0267017675817977,0.0648870636550308,253.6,66.4,32.52,26.8,7591.30615820037,4469.66683864176,28.2951773005584,61.2,3.760528889609,9.6,2,3.44001703089138,0.192649859816937
940,6.2,0.000384245917387128,0.00499519692603266,0.000576368876080692,0,0,2698.79827128528,6495.23570628942,3686.35213673485,28.3615167299734,6913.31633266546,0.113951408510315,0.587454207277328,70.6,211.6,0,1.44098504659419,1.50979095326239,0.414163663972936,0.194812680115274,0.0128722382324688,0.0297790585975024,0.0713667820069204,247.2,67,35.18,27,6332.97290372046,4908.81613558661,17.1795365877038,29,7.33444360052505,17.6,2,1.44098504659419,0.187538184282086
941,6.2,0.000384245917387128,0.00499519692603266,0.000576368876080692,0,0,2698.79827128528,6495.23570628942,3686.35213673485,28.3615167299734,6913.31633266546,0.113951408510315,0.587454207277328,70.6,211.6,0,1.44098504659419,1.50979095326239,0.414163663972936,0.194812680115274,0.0128722382324688,0.0297790585975024,0.0713667820069204,247.2,67,35.18,27,6332.97290372046,4908.81613558661,17.1795365877038,29,7.33444360052505,17.6,2,1.44098504659419,0.187538184282086
942,6.2,0.000391696043869957,0.00509204857030944,0.000587544065804935,0,0,2907.43500956064,6712.05693118816,3901.37616659177,28.3872528683011,6953.04454459321,0.103979945976847,0.57676853440825,57.8,197.4,0,1.50379863107291,1.72992138527302,0.430253759640704,0.194477085781434,0.0141010575793184,0.0350567959263611,0.110459433040078,248.8,63.2,32.7666666666667,26.2,5970.63668876775,5349.43173842788,18.3730476483656,32,8.41805603293178,18.2,2,1.50379863107291,0.188482765418295
943,4.6,0.000391389432485323,0.00391389432485323,0.000195694716242661,0,0,3001.86241840919,6688.84903731973,4062.66506521381,28.2610807159547,7060.75738501861,0.10928338340951,0.459789255066922,63,180.2,0,0.942516896483626,0.779254479925075,0.40998795505103,0.201761252446184,0.0113502935420744,0.0371819960861057,0.074964639321075,255.8,59.6,30.2466666666667,25.8,4788.34353537831,4521.46705976939,12.200660788815,21.8,6.45980410240568,15,2,0.942516896483626,0.184484407571735
944,6.2,0.000200682319887618,0.00461569335741521,0.00140477623921333,0,0,2859.38452811541,6510.82197336072,3740.60154304047,27.8891329790858,7133.00314116867,0.116555510210983,0.524077288858798,66.8,202.2,0,1.28177851895137,1.40637502909762,0.430981786344264,0.159141079670881,0.0142484447120209,0.0347180413405579,0.0907752698724239,207.4,54.8,29.7933333333333,28.4,5465.08666021551,5814.38339335451,14.1940323959157,28.6,9.7814798435075,21.4,2,1.28177851895137,0.1902209661449
945,4.6,0,0.0038688658114437,0.000610873549175321,0.000203624516391774,0,2877.05622123372,6616.01227882377,3813.11288440775,28.3264548230045,7563.69509566737,0.10788939933488,0.523899535692747,62,189.6,0,1.0987437313902,0.616510763176548,0.389570945482809,0.159234371818367,0.0136428425982488,0.0340052942374262,0.117203219315895,203.2,52,27.3066666666667,25.8,6513.88565321012,7075.1451196673,12.457243930622,22.2,13.0434646083363,24,2,1.0987437313902,0.172846640727468
946,4.6,0,0.0038688658114437,0.000610873549175321,0.000203624516391774,0,2877.05622123372,6616.01227882377,3813.11288440775,28.3264548230045,7563.69509566737,0.10788939933488,0.523899535692747,62,189.6,0,1.0987437313902,0.616510763176548,0.389570945482809,0.159234371818367,0.0136428425982488,0.0340052942374262,0.117203219315895,203.2,52,27.3066666666667,25.8,6513.88565321012,7075.1451196673,12.457243930622,22.2,13.0434646083363,24,2,1.0987437313902,0.172846640727468
947,4.6,0,0.0038688658114437,0.000610873549175321,0.000203624516391774,0,2877.05622123372,6616.01227882377,3813.11288440775,28.3264548230045,7563.69509566737,0.10788939933488,0.523899535692747,62,189.6,0,1.0987437313902,0.616510763176548,0.389570945482809,0.159234371818367,0.0136428425982488,0.0340052942374262,0.117203219315895,203.2,52,27.3066666666667,25.8,6513.88565321012,7075.1451196673,12.457243930622,22.2,13.0434646083363,24,2,1.0987437313902,0.172846640727468
948,6.6,0.000195045835771406,0.00526623756582797,0.000975229178857031,0,0,3033.28214096133,6547.41013394345,3817.76604331244,28.3727543387476,7390.98521012506,0.121611348615187,0.585939187374703,70,196.4,0,1.59952026272514,1.47730108429804,0.426615527928281,0.144333918470841,0.0101423834601131,0.0353032962746245,0.127272727272727,194.6,60.2,31.32,27.4,7094.7758359525,6434.78973420773,17.6955098681083,29,14.9492544312167,28.6,2,1.59952026272514,0.181746265749734
949,8.4,0.000685400959561343,0.00776787754169523,0.000913867946081791,0,0.000228466986520448,6014.26983432656,13872.8044602341,3178.02699492985,24.7426783792719,6910.83316839067,0.156002623367006,0.909641225521548,87.2,234,0,17.9238339828487,4.39302876974308,0.318750262699953,0.172035640849897,0.0491204021018963,0.00845327850125657,0.0688588007736944,201,145.4,70.1933333333333,28.4,4779.67996598363,1547.12782592468,25.5751968695637,60.2,2.51881422119979,11,4.8,17.9238339828487,0.158494550761248
950,6.4,0.000212811236433284,0.00532028091083209,0.00106405618216642,0.000212811236433284,0,4969.52666434306,10917.8909977305,3107.32707594486,25.2752743911236,6216.42552136845,0.159730508843864,0.927359401120288,89.8,234.6,0,15.9134141151471,4.26812566054802,0.32309518804007,0.188337944243456,0.0440519259416897,0.00766120451159821,0.0723270440251572,225.6,168,85.8333333333333,28.4,3920.09659382659,237.836162420162,22.9528765254267,52.4,0.430165726179936,4.8,5.4,15.9134141151471,0.166528024445444
951,8,0.000679194023092597,0.00724473624632103,0.000905592030790129,0.000226398007697532,0,5305.17981844487,11973.5389941087,2939.98212560352,25.1409409898801,7038.22550776659,0.154180338695443,0.939381330387998,87,235,0,16.917656577612,4.62657335577777,0.307881168805615,0.188815938419742,0.045505999547204,0.00724473624632103,0.0451684561273602,213.4,137.2,67.4266666666667,26.8,5349.23399925699,698.508234529884,29.613879489767,69.2,0.854440295299353,5.2,4.6,16.917656577612,0.156291852293147
952,7.2,0.00022583559168925,0.00654923215898826,0.000903342366757001,0.0004516711833785,0,5122.45516045897,11562.1840928644,3340.72831587481,24.6968141068102,6577.97434208319,0.154551612718376,0.947234824880657,88.6,245.4,0,13.5269601904735,4.19937921767401,0.328276076697499,0.182475158084914,0.0499096657633243,0.00654923215898826,0.0452186805040771,211.6,150.8,74.46,27.6,3949.41369201256,1109.96247282431,24.514801042746,61,1.73319714283358,6,4.8,13.5269601904735,0.157829230869538
953,7.2,0.00022583559168925,0.00654923215898826,0.000903342366757001,0.0004516711833785,0,5122.45516045897,11562.1840928644,3340.72831587481,24.6968141068102,6577.97434208319,0.154551612718376,0.947234824880657,88.6,245.4,0,13.5269601904735,4.19937921767401,0.328276076697499,0.182475158084914,0.0499096657633243,0.00654923215898826,0.0452186805040771,211.6,150.8,74.46,27.6,3949.41369201256,1109.96247282431,24.514801042746,61,1.73319714283358,6,4.8,13.5269601904735,0.157829230869538
954,7,0.00108885017421603,0.00544425087108014,0.00108885017421603,0,0,6266.15884750796,14717.3451997368,2866.15815305424,25.1718656816051,7510.78482987019,0.17520084648391,0.944068156442623,101.6,253,0,30.9357491930718,7.74606472552162,0.398008973193686,0.145688153310105,0.0444250871080139,0.00522648083623693,0.0488997555012225,179.4,149.2,75.9066666666667,28.6,5616.42752313202,474.253519710476,40.0893097755886,86.6,0.493200791067762,4.4,5.2,30.9357491930718,0.171644036568384
955,5,0.000529240539825351,0.00582164593807886,0.000264620269912675,0,0,5909.7894113828,13168.5834096135,3122.19108281194,24.8896960001078,6763.54380537123,0.148560968083785,0.96656141058032,82.2,247,0,19.1249786973586,4.80468347617005,0.16044831061287,0.16618152950516,0.0563641174913998,0.00820322836729293,0.0640394088669951,174.4,149.4,78.92,28.4,3448.20355504053,244.528301886792,23.5964558403669,57,0.187982510019266,2.8,6.2,19.1249786973586,0.136027327653209
956,5,0.000529240539825351,0.00582164593807886,0.000264620269912675,0,0,5909.7894113828,13168.5834096135,3122.19108281194,24.8896960001078,6763.54380537123,0.148560968083785,0.96656141058032,82.2,247,0,19.1249786973586,4.80468347617005,0.16044831061287,0.16618152950516,0.0563641174913998,0.00820322836729293,0.0640394088669951,174.4,149.4,78.92,28.4,3448.20355504053,244.528301886792,23.5964558403669,57,0.187982510019266,2.8,6.2,19.1249786973586,0.136027327653209
957,5,0.000529240539825351,0.00582164593807886,0.000264620269912675,0,0,5909.7894113828,13168.5834096135,3122.19108281194,24.8896960001078,6763.54380537123,0.148560968083785,0.96656141058032,82.2,247,0,19.1249786973586,4.80468347617005,0.16044831061287,0.16618152950516,0.0563641174913998,0.00820322836729293,0.0640394088669951,174.4,149.4,78.92,28.4,3448.20355504053,244.528301886792,23.5964558403669,57,0.187982510019266,2.8,6.2,19.1249786973586,0.136027327653209
958,5.8,0.00112676056338028,0.00647887323943662,0.000563380281690141,0,0,5227.04824358493,11556.9308404522,3082.04693301298,24.7793869703287,6658.88625825558,0.138924208138092,0.949715513216732,76.4,242.2,0,14.2223440633064,3.48128340984483,0.181424777898175,0.14,0.0529577464788732,0.011830985915493,0.0619918699186992,145.4,134.8,70.1133333333333,28.4,3885.17338079884,399.07443380029,24.467550143561,55.8,0.442851085631262,5.2,4.6,14.2223440633064,0.13247532122023
959,5.8,0.00112676056338028,0.00647887323943662,0.000563380281690141,0,0,5227.04824358493,11556.9308404522,3082.04693301298,24.7793869703287,6658.88625825558,0.138924208138092,0.949715513216732,76.4,242.2,0,14.2223440633064,3.48128340984483,0.181424777898175,0.14,0.0529577464788732,0.011830985915493,0.0619918699186992,145.4,134.4,70.04,28.4,3885.17338079884,399.07443380029,24.467550143561,55.8,0.442851085631262,5.2,4.6,14.2223440633064,0.13247532122023
960,5.8,0.00112676056338028,0.00647887323943662,0.000563380281690141,0,0,5227.04824358493,11556.9308404522,3082.04693301298,24.7793869703287,6658.88625825558,0.138924208138092,0.949715513216732,76.4,242.2,0,14.2223440633064,3.48128340984483,0.181424777898175,0.14,0.0529577464788732,0.011830985915493,0.0619918699186992,145.4,134.4,70.04,28.4,3885.17338079884,399.07443380029,24.467550143561,55.8,0.442851085631262,5.2,4.6,14.2223440633064,0.13247532122023
961,7.2,0.000536049316537121,0.00804073974805682,0.000804073974805682,0.000268024658268561,0,5040.7127301239,11431.1285876199,3103.44662347997,25.2758054007226,6984.30983961879,0.14515778545807,0.939154859272445,84,229.8,0,16.2953828978506,3.96224877431424,0.193474975653547,0.125971589386224,0.059769498793889,0.00696864111498258,0.0544672718585762,143.8,127.6,64.9066666666667,28,4534.98293779047,1340.39512635238,28.1451213853241,66.8,1.18933244913071,6.8,4.2,16.2953828978506,0.141385189798146
962,8.2,0,0.00915948275862069,0.00107758620689655,0.000808189655172414,0,5583.28495746747,12969.1208578326,2981.44757587715,25.099506804645,6962.71860273819,0.145587569414898,0.956819972143905,81.8,242.8,0,18.6415110510468,3.4975779139479,0.195667601272314,0.136584051724138,0.0579202586206897,0.00808189655172414,0.0515610217596973,150.4,155,75.8,28.6,3605.07428232517,872.231179032785,21.1729734729682,48,0.848308881848247,5,5.2,18.6415110510468,0.140804050870269
963,8.2,0,0.00915948275862069,0.00107758620689655,0.000808189655172414,0,5583.28495746747,12969.1208578326,2981.44757587715,25.099506804645,6962.71860273819,0.145587569414898,0.956819972143905,81.8,242.8,0,18.6415110510468,3.4975779139479,0.195667601272314,0.136584051724138,0.0579202586206897,0.00808189655172414,0.0515610217596973,150.4,155,75.8,28.6,3605.07428232517,872.231179032785,21.1729734729682,48,0.848308881848247,5,5.2,18.6415110510468,0.140804050870269
964,6.2,0,0.0070067264573991,0.00140134529147982,0.000280269058295964,0,5128.02439099782,11683.4281357613,3009.24908725902,24.8277242075229,6879.36679785014,0.148164545780163,0.984059444001436,83,232.2,0,16.4366897669732,4.29402380729742,0.188910434824972,0.121356502242152,0.054652466367713,0.00980941704035874,0.0650255457501161,132.6,122,61.8666666666667,28.4,5498.54714169043,1742.36915760979,29.3570443388654,56.4,1.60598815834432,10,4.2,16.4366897669732,0.136306583222749
965,5,0,0.00470914127423823,0.00110803324099723,0.00110803324099723,0,5275.8050691191,13309.9966270271,2053.78078759897,25.0663548705728,7463.25928914635,0.14382541505882,0.960975317218868,80.8,232.8,0,20.5603690828638,4.95271284707616,0.184534315812189,0.143213296398892,0.0445983379501385,0.00720221606648199,0.0515463917525773,140.8,119.2,60.34,28,5354.63839506792,1285.91950050036,31.811148643056,68,0.971940537884125,6.8,4.6,20.5603690828638,0.132609433684255
966,5,0,0.00470914127423823,0.00110803324099723,0.00110803324099723,0,5275.8050691191,13309.9966270271,2053.78078759897,25.0663548705728,7463.25928914635,0.14382541505882,0.960975317218868,80.8,232.8,0,20.5603690828638,4.95271284707616,0.184534315812189,0.143213296398892,0.0445983379501385,0.00720221606648199,0.0515463917525773,140.8,119.2,60.34,28,5354.63839506792,1285.91950050036,31.811148643056,68,0.971940537884125,6.8,4.6,20.5603690828638,0.132609433684255
967,4.8,0,0.00523415977961432,0.00137741046831956,0,0,5834.21846282638,14441.9400469785,2118.04542810555,24.9098288522747,7880.41247273794,0.139677394391009,0.971488511975786,79.6,237,0,22.1870559259986,4.92794788413888,0.199647243932918,0.152617079889807,0.0482093663911846,0.00743801652892562,0.0445891783567134,151.2,126.4,59.32,27.8,5266.13895958279,1658.78043254202,31.1853460407101,70.2,1.06419825491546,3.8,4.6,22.1870559259986,0.13383903250137
968,6.6,0,0.00827761859280484,0.000955109837631328,0.00127347978350844,0,4289.47162974375,9537.79277838473,2390.24044484516,25.0831133809424,6371.57175517088,0.135440872778936,0.909233999771156,76.8,232.4,0,11.9965459516227,2.86360596817148,0.106705657648287,0.186564788283986,0.0531677809614772,0.00891435848455906,0.0242774566473988,156.2,129.6,68.2,28.4,2825.96512322207,435.149588241708,16.3095554521623,39.8,0.305476778052916,4.4,5.4,11.9965459516227,0.111730123715328
969,4,0,0.00462107208872458,0.00123228589032656,0.000308071472581639,0,3598.33732710464,8175.78474717675,2274.97322134109,24.9580970256653,6726.82665403198,0.138090109906157,0.968417128005362,76.4,234.4,0,12.3305927474552,3.5709450357111,0.114347654494703,0.145101663585952,0.047751078250154,0.0070856438693777,0.046420581655481,129.8,117.6,58.34,27.2,4844.38967538144,1466.1963230521,24.4411358073879,62,0.976809084315481,4.8,4.6,12.3305927474552,0.119600770334318
970,5.4,0,0.00575583156619206,0.000605877006967586,0.00181763102090276,0,3555.96952386856,8044.42502563826,2068.66120576996,24.8013485552192,6807.18629055953,0.139744855258148,0.968416321861244,78.4,237.2,0,12.8657034327582,3.69492873016044,0.11578338169058,0.143289912147834,0.0457437140260527,0.00605877006967586,0.0444203683640303,128.8,115.4,58.3066666666667,27.2,4725.32845283961,1478.4146257442,25.0964344355576,65.8,0.976809084315481,4.8,4.4,12.8657034327582,0.121438459791979
971,5.4,0,0.00576281468001213,0.000606612071580224,0.00181983621474067,0,3548.23844668112,8022.93326383813,2077.92493518096,24.7781134306531,6806.50609094356,0.140688911015014,0.968395032424708,77.8,236.8,0,12.8274144913869,3.61227967100733,0.117172030351705,0.143463754928723,0.0457992114043069,0.00606612071580224,0.0444444444444444,128.8,115.4,58.3066666666667,27.2,4725.32845283961,1478.4146257442,25.0897538063464,65.2,0.976809084315481,4.8,4.4,12.8274144913869,0.122117519393044
972,5.4,0,0.00576281468001213,0.000606612071580224,0.00181983621474067,0,3548.23844668112,8022.93326383813,2077.92493518096,24.7781134306531,6806.50609094356,0.140688911015014,0.968395032424708,77.8,236.8,0,12.8274144913869,3.61227967100733,0.117172030351705,0.143463754928723,0.0457992114043069,0.00606612071580224,0.0444444444444444,128.8,115.4,58.3066666666667,27.2,4725.32845283961,1478.4146257442,25.0897538063464,65.2,0.976809084315481,4.8,4.4,12.8274144913869,0.122117519393044
973,6,0,0.00734355044699872,0.000957854406130268,0.00127713920817369,0,3338.29468759628,8133.8116188335,3832.3774231629,25.2366023895883,5366.64821057414,0.110393037423195,0.862078636592923,61,223,0,4.99675477739495,1.05342820300667,0.109611229613189,0.151660280970626,0.0699233716475096,0.00957854406130268,0.0387551379917792,144.8,121,59.2866666666667,26.8,3261.07741866643,900.680977322779,14.4996345097877,32.8,1.8438707314076,9.4,3.8,4.99675477739495,0.114701466236337
974,6,0,0.00734355044699872,0.000957854406130268,0.00127713920817369,0,3338.29468759628,8133.8116188335,3832.3774231629,25.2366023895883,5366.64821057414,0.110393037423195,0.862078636592923,61,223,0,4.99675477739495,1.05342820300667,0.109611229613189,0.151660280970626,0.0699233716475096,0.00957854406130268,0.0387551379917792,144.8,121,59.2866666666667,26.8,3261.07741866643,900.680977322779,14.4996345097877,32.8,1.8438707314076,9.4,3.8,4.99675477739495,0.114701466236337
975,5.8,0,0.00711413547788432,0.00092793071450665,0.00092793071450665,0,3423.45790892658,7948.82586429826,3774.28875185272,25.2291373448861,5278.52237516365,0.112163046210288,0.881062075803818,60.8,225.2,0,5.59059766399721,1.11009621818909,0.110224609524721,0.157748221466131,0.066192390968141,0.010516548097742,0.0513119533527697,151.6,122.2,60.7066666666667,27.6,3447.69500798916,835.935250634775,15.0870610298844,35.8,1.91156678275843,10.2,3.8,5.59059766399721,0.117673325779305
976,4.8,0,0.00583358919250844,0.00153515505066012,0,0,4526.04756378192,10204.7669178625,4166.20396558641,24.9931172540138,5265.40810835998,0.118183599039904,0.914887822007082,66.4,219.4,0,8.4099947603662,1.32336015346382,0.141027236255438,0.169174086582745,0.0703101013202333,0.0116671783850169,0.0619765494137353,163.6,132.2,69.7733333333333,28,2635.64491048105,771.182471618264,11.9379382113802,28.2,1.2274919584343,6.8,4.8,8.4099947603662,0.117041951265716
977,4.6,0,0.00525177633611369,0.00123571207908557,0.000617856039542787,0,4653.94833652724,10228.1492409439,4185.60461391976,24.9563564171013,5368.01942083997,0.118965995049017,0.932313452067621,66,220,0,8.67358700391109,1.35442003923498,0.144029930759695,0.167438986716095,0.0707445165276491,0.0114303367315416,0.0564334085778781,161.6,131.2,69.7466666666667,28,2631.58982924504,794.874969806664,12.0874635484287,28.6,1.19131807732372,6.2,4.8,8.67358700391109,0.116834187325313
978,4.6,0,0.00525177633611369,0.00123571207908557,0.000617856039542787,0,4653.94833652724,10228.1492409439,4185.60461391976,24.9563564171013,5368.01942083997,0.118965995049017,0.932313452067621,66,220,0,8.67358700391109,1.35442003923498,0.144029930759695,0.167438986716095,0.0707445165276491,0.0114303367315416,0.0564334085778781,161.6,131.2,69.7466666666667,28,2631.58982924504,794.874969806664,12.0874635484287,28.6,1.19131807732372,6.2,4.8,8.67358700391109,0.116834187325313
979,7.6,0,0.00851305334846765,0.00170261066969353,0.000567536889897843,0,4495.2894271402,9986.07257452406,4374.66623200711,24.8534055115579,4793.88048952968,0.112764767198842,0.920209771331511,64.8,223.4,0,6.4955718407961,1.5318099409984,0.11395635808788,0.196083995459705,0.0646992054483541,0.0133371169125993,0.0704898446833931,193.2,147.8,66.5133333333333,28.4,3813.38504085644,1581.02480423409,15.9707048785407,41.2,2.95426075974666,14,3.8,6.4955718407961,0.122656183818518
980,7.6,0,0.00851305334846765,0.00170261066969353,0.000567536889897843,0,4495.2894271402,9986.07257452406,4374.66623200711,24.8534055115579,4793.88048952968,0.112764767198842,0.920209771331511,64.8,223.4,0,6.4955718407961,1.5318099409984,0.11395635808788,0.196083995459705,0.0646992054483541,0.0133371169125993,0.0704898446833931,193.2,147.8,66.5133333333333,28.4,3813.38504085644,1581.02480423409,15.9707048785407,41.2,2.95426075974666,14,3.8,6.4955718407961,0.122656183818518
981,5.8,0,0.00682314410480349,0.00109170305676856,0,0,4606.7208368868,10006.3343229823,4400.7514567804,24.8834718211353,5002.95209566024,0.116775384612789,0.934413747481533,65.2,219.6,0,6.5082535387348,1.41014246238706,0.118934800152204,0.199235807860262,0.0655021834061135,0.0122816593886463,0.073227885178676,203,140.6,64.4533333333333,28.2,3073.56770515513,2398.04773839156,14.8647465970033,39.6,4.35225041921446,15.2,4.4,6.5082535387348,0.127789619743308
982,3.6,0,0.00557546794105934,0.001194743130227,0,0.000398247710075667,3810.58569110546,9780.08428696162,4601.81088197285,24.5487582599563,3962.17355203753,0.0789746669874457,0.64107905785281,45,172.2,0,3.59031545695352,0.391071645176153,0.0446654015018554,0.228594185583433,0.0943847072879331,0.0151334129828753,0.117929050814957,169.8,104.8,58.82,26.4,1052.65686348949,85.0393700787402,2.88886549927971,10.8,0.124879598209877,2,5.4,3.59031545695352,0.0872623023958983
983,5,0,0.00717360114777618,0.000717360114777618,0.00107604017216643,0,3209.01287699069,7691.93877772156,4626.30419110141,24.7463633769849,3661.31677134975,0.0879295982629672,0.657460424436659,48.8,180,0,3.26610167596664,0.446543960693763,0.0920810251806838,0.209469153515065,0.0824964131994261,0.0164992826398852,0.139419087136929,172,106,55.8666666666667,27.6,901.05633778487,31.7981072555205,2.92529445871441,13.4,0.0521864993454948,2,5.2,3.26610167596664,0.0955573354129142
984,3.6,0.000426439232409382,0.00597014925373134,0.000426439232409382,0.000852878464818763,0,2933.68004109896,7811.26727311846,4739.23127672475,25.4433540282884,3511.31571491501,0.0775432441778343,0.600411237273508,41.6,162,0,1.76544902847482,0.125923401670676,0.0328987974129739,0.244349680170576,0.0874200426439232,0.0230277185501066,0.117376294591484,166.4,89.8,48.2733333333333,27.4,1703.64795437458,1142.81884056474,3.9981702769178,12.4,1.46286079466187,9,5,1.76544902847482,0.0779888920293441
985,3.8,0,0.00489826676714393,0.000753579502637528,0.00113036925395629,0.000376789751318764,3591.95996372696,8766.59726729322,4681.34045753926,24.9675066386667,3591.03707992205,0.0918111814423169,0.68257640252188,49.4,188.2,0,2.98651984039041,0.703370307538233,0.0239209436786395,0.244536548605878,0.0896759608138659,0.0173323285606631,0.119402985074627,186.6,115.4,61.0266666666667,27.8,1607.78858982823,509.579544128286,5.11643923698571,16.6,0.717972648039641,7.6,5.4,2.98651984039041,0.0762500084217785
986,3.6,0,0.00485074626865672,0.000746268656716418,0.000746268656716418,0.000373134328358209,3634.52020434285,8643.96555168931,4722.50739301333,24.9606338565562,3618.93725215855,0.0906306260751415,0.697255346192673,48.8,189.6,0,3.03004440378702,0.702329556254907,0.0230205038150907,0.246641791044776,0.0921641791044776,0.0156716417910448,0.118942731277533,190,114.8,61.0933333333333,27.8,1611.49737443695,496.794394275605,5.08652059651718,16.6,0.717972648039641,7.6,5.4,3.03004440378702,0.0756285057386792
987,3.8,0,0.00580720092915215,0.000774293457220286,0.000774293457220286,0,3901.51768818467,9192.42560976736,4731.98459753346,24.6559490434506,3767.08074729883,0.0952306367197738,0.674038901068728,52.4,181.4,0,2.75129165816986,0.545114775335082,0.0243671414051332,0.236159504452187,0.0925280681378242,0.0131629887727449,0.107468123861566,176.6,119.2,57.8666666666667,27.6,2309.22510283134,1951.94134180752,6.93562869133701,20.4,3.18942375890464,13.6,4.6,2.75129165816986,0.075805930297833
988,3,0,0.00414593698175788,0.00124378109452736,0.000829187396351575,0,2920.42226792287,7441.57881755788,4577.49478249859,25.3743317942547,3213.50907088015,0.0931046642036173,0.59060499633563,52.6,169.4,0,2.26245151956707,0.208835089413407,0.0282035368069622,0.233001658374793,0.10240464344942,0.0178275290215589,0.118532455315146,170.4,97.6,53.6333333333333,27.8,659.514612080137,75.5056179775281,1.8780040496596,10,0.103108680344678,2.2,5,2.26245151956707,0.0690807478456772
989,2.8,0.000425170068027211,0.00467687074829932,0.000425170068027211,0.000425170068027211,0,2806.28909727111,7682.63760430778,4702.93042955837,24.7936896599439,2774.47989876877,0.0861925483884693,0.442246493164843,47.6,136.8,0,1.3626084158878,0.121090365364957,0.0290263316636892,0.23469387755102,0.105017006802721,0.0174319727891156,0.102880658436214,168,101.2,52.38,26.8,671.494340412363,186.558704453441,1.73216607446437,10.6,0.243509674143172,4.6,5.2,1.3626084158878,0.0675532883758746
990,5,0,0.00842490842490842,0.000366300366300366,0.000366300366300366,0,3143.77868438961,7921.41845920541,4836.85005214576,24.6783530596378,2554.48509378015,0.100909579208816,0.53595250662727,55,166.4,0,1.36548867990422,0.0947627405221744,0.0354616535892318,0.23956043956044,0.0871794871794872,0.0186813186813187,0.105394190871369,188.6,115.4,65.7133333333333,28.4,427.958130066009,87.4121405750799,1.34943578052323,7.6,0.136524129927696,2.6,5.8,1.36548867990422,0.0758564738545122
991,4.4,0,0.00704721634954193,0,0.000352360817477097,0.000352360817477097,4491.05207764436,11215.8860406266,4404.85335578881,24.8533419610908,3727.2662458604,0.103032999338613,0.541412500161996,61.6,187.8,0,4.52512470230198,0.862931753653478,0.186598784396248,0.243481324876674,0.087737843551797,0.0151515151515152,0.117251680358476,196.6,129.4,77.72,28.4,1459.38679332666,612.77516933475,9.45898757669965,24.6,1.76919492969697,11,5.2,4.52512470230198,0.0804819118270824
992,2,0,0.00308747855917667,0,0,0.000343053173241852,4311.30541450074,10380.8075925414,4543.53393534963,24.8684910855716,3682.04710142931,0.104762976246575,0.549271891978945,62.4,186.2,0,3.7656393067614,1.56412199917755,0.178318992883963,0.256603773584906,0.0850771869639794,0.0150943396226415,0.123809523809524,208,125.6,74.14,28.6,2696.70698957377,1065.24707960188,14.8909506470787,33.2,1.99083123287114,10.6,4.6,3.7656393067614,0.0800786119216999
993,1,0,0.00155339805825243,0.000388349514563107,0,0,3146.63881389676,7850.79801995969,4582.24583314703,24.8247901061591,2454.63358501644,0.0882208163317782,0.453142232503403,54.2,158.6,0,1.04923301549024,0.0964204376051913,0.0280999065951367,0.257864077669903,0.0912621359223301,0.0186407766990291,0.104060913705584,189.4,119.4,62.24,28,538.06481853927,220.754716981132,1.39311074029512,6.2,0.469997092013853,5.2,5.6,1.04923301549024,0.0709080283205222
994,0.8,0,0.00117416829745597,0.000391389432485323,0,0,3039.37506608012,7650.17037907818,4658.34880636409,24.833568689831,2345.01455825504,0.0806509602348113,0.436296919583116,52.2,158,0,0.814280634278466,0.090898345821172,0.0286469374270205,0.267710371819961,0.0935420743639922,0.0176125244618395,0.120996441281139,193.6,119.2,63.2133333333333,28,528.475146833566,211.764705882353,1.30946402164424,6.6,0.469997092013853,5.2,6,0.814280634278466,0.0695184982758
995,0.8,0,0.00119284294234592,0.000397614314115308,0,0,2788.20793406326,7289.24261848595,4718.42308097678,24.8685437988307,5852.7729549807,0.0849669756412785,0.349912362558812,50.4,133.4,0,0.499593039633146,0.104937296507921,0.0244760390070023,0.245328031809145,0.0962226640159046,0.010337972166998,0.0970212765957447,177,90,14.0466666666667,25.8,12957.213775654,12657.6302547434,19.4625918963197,31.4,21.0853507822423,43.8,0.6,0.499593039633146,0.0699417018611686
